,name of company,college name,region,year
367,Sanmar Engineering,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
368,Savair Energy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
369,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
370,Schwing Stetter Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
371,Seclore,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
372,Selec Controls,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
373,Sevcon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
374,Sika India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
375,SoGo Survey,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
376,Spare Code Consulting,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
377,Squad Infotech (Travelex India),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
378,Swan Solutions & Services Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
379,Symec Engineers (Off. C),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
380,Syntel,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
381,Syntrosys,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
382,Tata AIG,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
383,TCS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
384,Tech Mahindra,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
385,Technopet Machineries,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
386,Tesseract Consulting Inc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
387,Thirdware Solution,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
388,Trident,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
389,Tubestar Oil and Gas Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
390,Tubester,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
391,Tudip Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
392,Tulp Corp Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
393,Ugam Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
394,Unimix Equipment Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
395,VACS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
396,Vedant Dyestuffs Intermediates Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
397,Verchaska Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
398,Virtela,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
399,Vistaar,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
400,Viteos,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
401,VVF Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
402,Wipro Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
403,WNS,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
404,XL Dynamics,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
405,Zenith System Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
406,Zensar,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
407,Zeus Learning,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
408,ZTE,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
409,3DPLM Software Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
410,3i-infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
411,A Forserve Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
412,Accel Frontline,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
413,Acty Systems,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
414,Advance Computer Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
415,AG Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
416,Allerin,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
417,Amazon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
418,Amdoc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
419,Angha Engineer,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
420,Ariston Capital,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
421,Asawa Insulation Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
422,Atidan Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
423,Atos Origin,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
424,Bajaj Allianz,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
425,Balmer Lawrie,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
426,Bently India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
427,Bitwise,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
428,Bosch,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
429,BridgeLabz,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
430,Canon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
431,Capgemini,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
432,Chembond Chemicals Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
433,Clear Secured Servises Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
434,Clover Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
435,CMC,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
436,CMI FPE Limited,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
437,CMSS Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
438,Cognizant,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
439,Continum,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
440,Control Print,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
441,Corning Owens,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
442,Distinctive Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
443,Eborn Consulting Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
444,Eclerx,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
445,Emco Engg.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
446,Enzigma,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
447,Ericsson,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
448,Expert Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
449,EZ-XBRL,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
450,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
451,Financial Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
452,Find Fact Innovatio Centre,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
453,Fino Paytech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
454,Fortune Cars Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
455,GEP,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
456,Global Cloud Exchange,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
457,Global Space Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
458,Godrej InfoTech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
459,HCL Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
460,Hettich India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
461,Hexaware Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
462,HFCL,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
463,HP,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
464,HSBC,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
465,IBM,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
466,IDBI Intech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
467,IFB,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
468,IGate,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
469,Indian Navy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
470,Indus Tower,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
471,Infinite Computing System,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
472,Infogain Coorporation,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
473,Inscript,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
474,IT Source Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
475,ITTI,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
476,Just Dial,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
477,Kiron Hydraulics,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
478,Kpit Cummins,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
479,L&T Infotech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
480,L&T Tech Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
481,Logixal,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
482,Mahindra First Choice,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
483,Mahindra Sanyo,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
484,Majesco,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
485,MAQ Software,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
486,Media.Net,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
487,Merce Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
488,Merilent Inc,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
489,Microsoft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
490,Miles Software Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
491,Mindcraft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
492,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
493,Mindgate Solutions Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
494,Mirraw Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
495,Mirraw (pool),Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
496,Mitsubishi,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
497,Mouthshut.com,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
498,mphasis,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
499,Mu sigma,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
500,Neeyamo,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
501,Nelito,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
502,Net Magic Solution,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
503,Networks Marvels,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
504,Nitco,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
505,NSE IT,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
506,NSG,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
507,Nucsoft,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
508,Open Source Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
509,Oracle Financial Services,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
510,P Mech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
511,Paramatrix,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
512,PC Technology,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
513,PEOL Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
514,Persistant,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
515,Polaris,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
516,Polycab,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
517,Posist Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
518,Predoole Analytics Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
519,Protech Solutions,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
520,Protegrity,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
521,Prototech,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
522,Q Factor Consulting Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
523,QAD India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
524,Quality Kiosk,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
525,Quess Corp Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
526,Quinnox Consultancy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
527,Rave Technologies,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
528,Reliance Jio,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
529,Reliance Retail,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
530,Rendered Ideas Softgame Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
531,Rustomjee Group,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
532,Sanmar Engineering,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
533,Savair Energy,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
534,Name of Company,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
535,Schwing Stetter Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
536,Seclore,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
537,Selec Controls,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
538,Sevcon,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
539,Sika India Pvt. Ltd.,Pillai HOC College of Engineering and Technology,Navi Mumbai,2018
